,level,level_weeks,reg_weeks,kick_in,mae
14784,2.5,35,115,1.0,10.63163795046589
14785,2.5,27,199,1.0,10.631638029273695
14786,2.0,14,267,1.0,10.631638030074882
14787,2.25,198,75,0.75,10.631638109896846
14788,2.25,198,75,1.0,10.631638109896846
14789,2.25,198,75,0.5,10.631638109896846
14790,2.0,141,282,1.0,10.63163813602312
14791,2.5,28,202,1.0,10.631638302043385
14792,2.5,40,295,0.5,10.631638304746062
14793,2.0,138,273,1.0,10.631638307430345
14794,2.0,10,298,0.75,10.63163843636464
14795,2.25,68,280,0.75,10.631638537424802
14796,2.0,146,280,1.0,10.631638541434178
14797,2.0,41,294,1.0,10.631638568233765
14798,2.0,29,267,1.0,10.631638674322716
14799,2.25,60,274,0.75,10.63163870189298
14800,2.5,21,249,1.0,10.631638791485456
14801,2.25,70,291,0.75,10.631638858698716
14802,2.75,40,112,0.75,10.63163886358062
14803,2.25,73,263,1.0,10.631638975471022
14804,2.5,10,197,0.75,10.631639057859491
14805,2.5,26,101,0.75,10.631639075598391
14806,2.5,42,280,0.5,10.631639109770935
14807,2.5,51,274,0.75,10.6316391275798
14808,2.5,16,112,1.0,10.63163918519476
14809,2.25,84,274,1.0,10.63163923766599
14810,2.0,149,279,1.0,10.63163924637186
14811,2.5,44,299,0.75,10.631639276429864
14812,2.0,142,281,1.0,10.631639296670706
14813,2.25,24,289,1.0,10.63163932389458
14814,2.75,44,110,0.75,10.631639377663552
14815,2.75,57,106,0.75,10.631639462902587
14816,2.0,28,294,1.0,10.63163951081212
14817,2.5,52,279,0.75,10.63163958547534
14818,2.25,71,280,1.0,10.631639618907217
14819,2.0,147,275,1.0,10.6316396563413
14820,2.5,13,268,0.5,10.631639682385387
14821,2.5,11,282,1.0,10.631639712820062
14822,2.0,149,277,1.0,10.6316397449215
14823,2.0,50,268,1.0,10.631639788495674
14824,2.75,40,105,1.0,10.631639805447866
14825,2.0,149,278,1.0,10.63163992230317
14826,2.0,111,271,1.0,10.631639949608164
14827,2.5,31,117,0.75,10.631639959371002
14828,2.75,54,100,0.75,10.63163999256791
14829,2.25,199,84,0.5,10.631639996263894
14830,2.25,199,84,0.75,10.631639996263894
14831,2.25,199,84,1.0,10.631639996263894
14832,2.75,37,101,1.0,10.631640019781212
14833,2.0,99,289,1.0,10.631640068133851
14834,2.5,21,274,1.0,10.631640107551377
14835,2.0,124,286,1.0,10.631640120424947
14836,2.5,38,292,0.5,10.631640158104709
14837,2.75,61,102,0.75,10.631640160314245
14838,2.25,70,293,0.75,10.631640184381135
14839,2.25,69,261,1.0,10.631640243274315
14840,2.0,130,285,1.0,10.631640313748992
14841,2.0,42,294,1.0,10.63164047481458
14842,2.5,17,246,0.75,10.631640504120943
14843,2.25,20,117,1.0,10.631640520002332
14844,2.75,22,108,1.0,10.631640521519513
14845,2.25,72,297,0.75,10.631640526219533
14846,2.75,20,271,0.75,10.63164054889594
14847,2.0,55,293,1.0,10.63164055531998
14848,2.0,79,291,1.0,10.6316407043249
14849,2.5,19,248,1.0,10.631640705393131
14850,2.0,128,272,1.0,10.631640829078112
14851,2.0,149,276,1.0,10.631640876062283
14852,2.5,29,270,0.5,10.63164089721269
14853,2.5,24,250,0.75,10.631640984071115
14854,2.0,116,287,1.0,10.6316409996642
14855,2.75,43,102,0.5,10.631641078678832
14856,2.25,48,268,0.75,10.631641134355773
14857,2.0,139,283,1.0,10.631641153451104
14858,2.0,135,284,1.0,10.631641159589366
14859,2.0,66,292,1.0,10.631641202980152
14860,2.0,108,288,1.0,10.631641244768874
14861,2.75,31,99,0.75,10.63164134403386
14862,2.25,62,275,0.75,10.63164148572616
14863,2.75,20,189,1.0,10.631641491630871
14864,2.5,11,243,0.75,10.631641596996632
14865,2.0,145,274,1.0,10.631641612245492
14866,2.25,71,295,0.75,10.631641617203035
14867,2.0,142,282,1.0,10.631641641558211
14868,2.5,44,284,0.5,10.631641720224406
14869,2.25,199,83,0.75,10.631641722119909
14870,2.25,199,83,1.0,10.631641722119909
14871,2.25,199,83,0.5,10.631641722119909
14872,2.25,42,250,1.0,10.631641735578638
14873,2.5,51,104,0.75,10.63164175116348
14874,2.5,51,273,0.75,10.631641769121275
14875,2.75,27,115,1.0,10.631641783054148
14876,2.5,48,267,0.75,10.631641853348585
14877,2.75,11,130,0.75,10.631641926493485
14878,2.5,43,281,0.5,10.631642041703934
14879,2.0,90,290,1.0,10.631642067449889
14880,2.5,49,269,0.75,10.63164207426912
14881,2.5,19,100,1.0,10.631642076404404
14882,2.0,139,273,1.0,10.631642176725547
14883,2.0,147,280,1.0,10.631642184982123
14884,2.5,43,101,1.0,10.631642213716338
14885,2.0,91,270,1.0,10.631642234321118
14886,2.0,71,269,1.0,10.631642240709072
14887,2.5,17,102,0.75,10.631642260743146
14888,2.25,45,286,1.0,10.631642341180976
14889,2.75,37,113,0.75,10.63164241009
14890,2.0,11,292,1.0,10.631642431826412
14891,2.75,48,109,0.75,10.631642457212614
14892,2.25,70,292,0.75,10.631642470660042
14893,2.0,43,294,1.0,10.63164254018497
14894,2.75,30,104,0.5,10.63164261082278
14895,2.25,61,257,1.0,10.631642637696611
14896,2.25,49,252,1.0,10.631642733232754
14897,2.0,143,281,1.0,10.6316427750841
14898,2.0,27,294,1.0,10.631642824050628
14899,2.5,36,111,0.75,10.631642865169033
14900,2.5,14,126,0.75,10.631642882119465
14901,2.0,150,279,1.0,10.631642917575814
14902,2.5,40,278,0.5,10.631642923198042
14903,2.0,34,295,1.0,10.6316429654952
14904,2.25,52,253,1.0,10.631642993384084
14905,2.0,35,295,1.0,10.631643081872715
14906,2.5,41,296,0.5,10.631643109459109
14907,2.25,44,266,0.75,10.631643132573462
14908,2.5,25,112,1.0,10.631643145688418
14909,2.0,33,295,1.0,10.631643166702723
14910,2.5,39,277,0.5,10.631643261185657
14911,2.5,13,244,0.75,10.63164326216895
14912,2.5,45,108,0.75,10.63164331842945
14913,2.0,148,275,1.0,10.631643337848509
14914,2.0,150,277,1.0,10.631643396800856
14915,2.75,28,116,1.0,10.631643437164849
14916,2.0,36,295,1.0,10.631643483419866
14917,2.0,150,278,1.0,10.631643579738462
14918,2.5,28,192,1.0,10.631643677354194
14919,2.0,32,295,1.0,10.631643721360264
14920,2.75,16,123,0.5,10.63164375498661
14921,2.5,25,270,1.0,10.631643757785088
14922,2.5,31,115,0.75,10.631643774754036
14923,2.5,52,278,0.75,10.631643838721372
14924,2.0,125,286,1.0,10.631643911705323
14925,2.5,26,269,0.5,10.631643947196956
14926,2.0,131,285,1.0,10.63164400277048
14927,2.0,112,271,1.0,10.631644017904955
14928,2.25,57,255,1.0,10.631644048015255
14929,2.0,56,293,1.0,10.631644057226852
14930,2.25,53,270,0.75,10.631644077863964
14931,2.75,17,277,0.75,10.631644124158496
14932,2.0,37,295,1.0,10.631644140838675
14933,2.5,42,297,0.5,10.63164414819815
14934,2.75,42,104,0.5,10.631644164808504
14935,2.0,30,267,1.0,10.63164428093716
14936,2.75,39,102,1.0,10.63164436247203
14937,2.0,100,289,1.0,10.631644372503423
14938,2.5,12,267,0.5,10.631644382666856
14939,2.5,42,101,0.75,10.631644478874836
14940,2.0,150,276,1.0,10.631644516594656
14941,2.0,129,272,1.0,10.631644539830477
14942,2.5,37,275,0.5,10.631644629950037
14943,2.0,80,291,1.0,10.631644645188944
14944,2.75,43,99,0.75,10.6316446494665
14945,2.0,31,295,1.0,10.631644669144638
14946,2.5,43,262,0.75,10.631644676212678
14947,2.0,140,283,1.0,10.631644680706223
14948,2.0,44,294,1.0,10.631644747774017
14949,2.0,136,284,1.0,10.631644758844114
14950,2.0,51,268,1.0,10.631644804200247
14951,2.5,18,100,1.0,10.631644829761408
14952,2.75,17,202,1.0,10.63164484408704
14953,2.25,19,258,0.75,10.631644863510882
14954,2.25,81,276,1.0,10.631644895859363
14955,2.25,72,288,0.75,10.63164489589172
14956,2.0,117,287,1.0,10.631644917321047
14957,2.0,38,295,1.0,10.631645027645812
14958,2.0,67,292,1.0,10.631645074167183
14959,2.0,143,282,1.0,10.631645110374036
14960,2.25,66,260,1.0,10.631645127504232
14961,2.25,21,122,1.0,10.631645184192232
14962,2.0,109,288,1.0,10.631645289407407
14963,2.0,146,274,1.0,10.631645323919392
14964,2.5,11,190,0.75,10.631645387306213
14965,2.75,14,119,0.5,10.631645475699274
14966,2.5,26,186,1.0,10.631645480018603
14967,2.75,13,207,1.0,10.631645591142831
14968,2.5,30,264,1.0,10.631645878696837
14969,2.0,148,280,1.0,10.631645885784115
14970,2.0,19,293,1.0,10.63164594119934
14971,2.75,20,263,0.75,10.63164595715372
14972,2.0,140,273,1.0,10.631646005864194
14973,2.75,43,103,0.5,10.631646007674057
14974,2.25,85,273,1.0,10.631646016669254
14975,2.25,72,262,1.0,10.631646044836431
14976,2.0,39,295,1.0,10.631646119897674
14977,2.0,30,295,1.0,10.631646186117678
14978,2.25,37,263,0.75,10.631646189521668
14979,2.0,144,281,1.0,10.631646217282412
14980,2.5,39,294,0.5,10.631646257905736
14981,2.5,16,279,1.0,10.63164626333782
14982,2.5,48,104,1.0,10.631646300623208
14983,2.25,71,290,0.75,10.631646327507756
14984,2.5,52,282,0.75,10.63164635391541
14985,2.75,60,101,0.75,10.631646408610422
14986,2.0,91,290,1.0,10.631646478101876
14987,2.75,34,116,0.75,10.631646548235976
14988,2.0,151,279,1.0,10.631646552416196
14989,2.5,52,103,0.75,10.63164664801284
14990,2.5,52,283,0.75,10.631646662402344
14991,2.75,19,260,0.75,10.631646736627555
14992,2.5,16,181,1.0,10.631646747389196
14993,2.0,92,270,1.0,10.631646752415362
14994,2.25,73,299,0.75,10.63164675613166
14995,2.75,18,258,0.75,10.631646771323584
14996,2.5,44,283,0.5,10.63164677565555
14997,2.0,26,294,1.0,10.631646855046188
14998,2.0,149,275,1.0,10.6316469828604
14999,2.25,36,248,1.0,10.631647008643162
15000,2.0,151,277,1.0,10.63164701272782
15001,2.5,30,270,0.5,10.631647072509262
15002,2.0,45,294,1.0,10.631647082471744
15003,2.25,72,296,0.75,10.63164713520188
15004,2.5,28,191,1.0,10.631647170427076
15005,2.0,151,278,1.0,10.631647201083872
15006,2.25,22,205,1.0,10.631647246761837
15007,2.0,72,269,1.0,10.631647263712424
15008,2.75,62,103,0.75,10.631647267189743
15009,2.75,52,108,0.75,10.631647331396936
15010,2.75,13,123,0.5,10.63164739854013
15011,2.0,40,295,1.0,10.631647425837192
15012,2.25,199,97,0.75,10.631647432024158
15013,2.25,199,97,0.5,10.631647432024158
15014,2.25,199,97,1.0,10.631647432024158
15015,2.5,38,258,0.75,10.631647442201114
15016,2.5,20,182,1.0,10.631647459485915
15017,2.5,52,284,0.75,10.63164745971658
15018,2.5,43,286,0.5,10.631647472016958
15019,2.0,57,293,1.0,10.631647566575277
15020,2.75,17,280,0.75,10.631647646307256
15021,2.0,132,285,1.0,10.631647651187285
15022,2.25,13,238,1.0,10.63164765118934
15023,2.0,126,286,1.0,10.63164766032502
15024,2.25,83,271,1.0,10.631647660859704
15025,2.25,46,251,1.0,10.631647674908535
15026,2.25,67,281,1.0,10.631647710625506
15027,2.25,33,247,1.0,10.631647754055155
15028,2.5,15,245,0.75,10.631647775346517
15029,2.5,14,268,0.5,10.631647813848287
15030,2.75,17,256,0.75,10.63164798221124
15031,2.0,13,267,1.0,10.631647995992644
15032,2.0,113,271,1.0,10.631648037550828
15033,2.0,151,276,1.0,10.631648121357674
15034,2.0,141,283,1.0,10.631648170627557
15035,2.0,137,284,1.0,10.631648319279792
15036,2.5,34,255,0.75,10.63164833636746
15037,2.0,130,272,1.0,10.63164838344599
15038,2.0,29,295,1.0,10.631648426197785
15039,2.5,12,246,1.0,10.631648519234345
15040,2.0,81,291,1.0,10.63164854023401
15041,2.0,144,282,1.0,10.631648543034183
15042,2.25,68,279,0.75,10.631648605696654
15043,2.0,101,289,1.0,10.631648625152213
15044,2.5,37,274,0.5,10.631648646121578
15045,2.25,77,268,1.0,10.631648651749837
15046,2.25,19,209,1.0,10.63164868441508
15047,2.5,38,276,0.5,10.6316487827258
15048,2.0,118,287,1.0,10.631648789815188
15049,2.75,34,115,0.75,10.631648803065785
15050,2.75,44,102,0.5,10.631648884984692
15051,2.0,68,292,1.0,10.631648914381422
15052,2.0,147,274,1.0,10.631648998403596
15053,2.25,64,259,1.0,10.63164900038507
15054,2.25,73,287,0.75,10.63164902068335
15055,2.0,41,295,1.0,10.631649120066834
15056,2.5,37,273,0.5,10.631649189910528
15057,2.75,20,191,1.0,10.631649195480104
15058,2.75,35,114,0.75,10.631649198889985
15059,2.0,110,288,1.0,10.631649286605445
15060,2.5,30,119,0.75,10.6316493304072
15061,2.25,30,261,0.75,10.63164945514477
15062,2.25,75,266,1.0,10.63164952985196
15063,2.0,46,294,1.0,10.631649530498487
15064,2.0,149,280,1.0,10.631649549478206
15065,2.0,145,281,1.0,10.631649623818006
15066,2.5,34,271,0.5,10.631649636417984
15067,2.0,141,273,1.0,10.631649795450292
15068,2.5,27,269,0.5,10.631649804468184
15069,2.0,31,267,1.0,10.631649809917882
15070,2.0,52,268,1.0,10.631649913332778
15071,2.5,50,107,0.75,10.631649946308924
15072,2.25,38,264,0.75,10.63164995127545
15073,2.5,45,296,0.75,10.631649975082908
15074,2.5,19,247,0.75,10.631649977006171
15075,2.25,75,265,1.0,10.631650005123426
15076,2.75,61,104,0.75,10.63165006093418
15077,2.5,36,120,1.0,10.631650137337775
15078,2.0,152,279,1.0,10.631650151418404
15079,2.25,79,277,1.0,10.63165015238589
15080,2.5,49,102,0.75,10.631650291633994
15081,2.25,71,282,0.75,10.631650297633874
15082,2.5,51,105,0.75,10.631650506274436
15083,2.0,150,275,1.0,10.631650591902618
15084,2.0,152,277,1.0,10.631650593217437
15085,2.25,65,277,0.75,10.631650643105909
15086,2.5,47,105,1.0,10.631650696512136
15087,2.75,10,248,0.75,10.631650755093172
15088,2.0,152,278,1.0,10.631650786858062
15089,2.25,73,298,0.75,10.6316508264747
15090,2.0,92,290,1.0,10.631650836582317
15091,2.25,72,289,0.75,10.631650885545078
15092,2.25,26,260,0.75,10.631650932651889
15093,2.0,42,295,1.0,10.63165099470195
15094,2.25,83,275,1.0,10.631651000731528
15095,2.25,26,245,1.0,10.631651032952668
15096,2.5,39,290,0.5,10.631651039517086
15097,2.0,58,293,1.0,10.63165107958812
15098,2.25,51,285,1.0,10.631651120297596
15099,2.25,19,199,1.0,10.6316511504939
15100,2.0,93,270,1.0,10.631651212019666
15101,2.0,133,285,1.0,10.63165125965048
15102,2.75,31,103,0.5,10.631651270905571
15103,2.0,28,295,1.0,10.631651291467088
15104,2.25,34,262,0.75,10.631651338837155
15105,2.5,51,106,0.75,10.631651342174578
15106,2.0,127,286,1.0,10.631651366978415
15107,2.25,60,283,1.0,10.63165136714472
15108,2.5,29,113,1.0,10.631651371461176
15109,2.5,30,255,1.0,10.63165137989001
15110,2.5,36,272,0.5,10.631651490629883
15111,2.75,44,99,0.75,10.6316515684821
15112,2.0,142,283,1.0,10.631651623793957
15113,2.0,25,294,1.0,10.63165167352701
15114,2.0,152,276,1.0,10.631651690862393
15115,2.75,35,105,0.5,10.631651761364855
15116,2.5,40,289,0.5,10.631651765777452
15117,2.5,44,282,0.5,10.631651821527075
15118,2.75,26,119,0.5,10.631651827675256
15119,2.0,138,284,1.0,10.631651841508722
15120,2.5,17,247,1.0,10.631651872112965
15121,2.0,145,282,1.0,10.631651940091006
15122,2.5,28,189,1.0,10.63165197752077
15123,2.0,114,271,1.0,10.631652009374887
15124,2.5,12,129,0.75,10.63165201241479
15125,2.0,47,294,1.0,10.631652079286098
15126,2.5,43,299,0.5,10.63165213828417
15127,2.0,73,269,1.0,10.631652219106815
15128,2.5,51,272,0.75,10.631652242295056
15129,2.25,56,271,0.75,10.631652305215406
15130,2.0,131,272,1.0,10.631652359468196
15131,2.0,82,291,1.0,10.631652389926732
15132,2.5,30,109,1.0,10.631652499905538
15133,2.0,119,287,1.0,10.631652617888088
15134,2.5,42,287,0.5,10.631652623807224
15135,2.25,22,206,1.0,10.63165263199268
15136,2.0,148,274,1.0,10.63165263623944
15137,2.75,21,122,0.5,10.631652696449912
15138,2.25,76,267,1.0,10.631652703134352
15139,2.5,29,252,0.75,10.631652714863105
15140,2.0,69,292,1.0,10.63165272288393
15141,2.5,13,267,0.5,10.631652760323348
15142,2.25,85,272,1.0,10.63165281335433
15143,2.25,15,211,1.0,10.63165282533586
15144,2.0,102,289,1.0,10.63165282690929
15145,2.25,48,267,0.75,10.631652833947255
15146,2.5,37,257,0.75,10.63165283412088
15147,2.75,13,251,0.75,10.631652836007822
15148,2.75,13,286,0.75,10.631652900030472
15149,2.25,71,294,0.75,10.631652909110128
15150,2.75,40,103,1.0,10.631652920305964
15151,2.0,146,281,1.0,10.631652995232304
15152,2.0,43,295,1.0,10.631653030892927
15153,2.5,49,288,0.75,10.63165309402534
15154,2.5,31,114,0.75,10.631653102190317
15155,2.25,63,276,0.75,10.631653133104072
15156,2.0,150,280,1.0,10.631653176607369
15157,2.0,111,288,1.0,10.63165323713438
15158,2.25,63,258,1.0,10.63165334552038
15159,2.25,15,106,1.0,10.63165336153649
15160,2.25,79,269,1.0,10.63165346964261
15161,2.0,142,273,1.0,10.631653546076254
15162,2.5,36,112,0.75,10.631653589983278
15163,2.75,36,105,0.5,10.631653592811183
15164,2.25,73,284,0.75,10.631653605949394
15165,2.0,153,279,1.0,10.63165371509805
15166,2.75,59,105,0.75,10.631653742120198
15167,2.25,12,107,1.0,10.631653833137024
15168,2.5,39,291,0.5,10.63165387834992
15169,2.5,25,207,1.0,10.631653974920296
15170,2.0,10,292,1.0,10.631654104476864
15171,2.5,31,270,0.5,10.631654108364623
15172,2.0,153,277,1.0,10.631654138775286
15173,2.0,151,275,1.0,10.631654165491108
15174,2.25,198,89,1.0,10.631654184352213
15175,2.25,198,89,0.75,10.631654184352213
15176,2.25,198,89,0.5,10.631654184352213
15177,2.5,41,288,0.5,10.631654250737828
15178,2.0,153,278,1.0,10.6316543375701
15179,2.0,59,293,1.0,10.631654592831906
15180,2.5,48,289,0.75,10.63165465902686
15181,2.75,55,100,0.75,10.631654671097516
15182,2.0,48,294,1.0,10.631654717369958
15183,2.75,44,103,0.5,10.63165472071628
15184,2.5,15,268,0.5,10.631654742395678
15185,2.25,55,254,1.0,10.63165480489972
15186,2.0,134,285,1.0,10.631654828797677
15187,2.0,27,295,1.0,10.631654847028516
15188,2.25,197,69,0.5,10.63165492732136
15189,2.25,197,69,1.0,10.63165492732136
15190,2.25,197,69,0.75,10.63165492732136
15191,2.75,43,104,0.5,10.631654998839425
15192,2.5,52,277,0.75,10.631655008469316
15193,2.75,29,120,0.75,10.631655025666577
15194,2.0,128,286,1.0,10.631655032345469
15195,2.0,143,283,1.0,10.631655040772625
15196,2.5,37,117,1.0,10.631655043756936
15197,2.0,33,299,1.0,10.631655056997854
15198,2.25,64,282,1.0,10.631655064811053
15199,2.5,22,249,0.75,10.631655072229886
15200,2.5,11,264,0.5,10.631655089941244
15201,2.25,81,270,1.0,10.631655109421496
15202,2.0,32,299,1.0,10.631655115045692
15203,2.0,93,290,1.0,10.63165514362152
15204,2.0,44,295,1.0,10.63165521149826
15205,2.0,153,276,1.0,10.631655225610482
15206,2.0,32,267,1.0,10.63165526128476
15207,2.0,53,268,1.0,10.631655268336226
15208,2.0,146,282,1.0,10.631655302085882
15209,2.25,51,269,0.75,10.6316553162804
15210,2.0,139,284,1.0,10.631655326130703
15211,2.25,70,281,0.75,10.63165532822346
15212,2.0,34,299,1.0,10.63165536425673
15213,2.5,26,206,1.0,10.631655463126116
15214,2.5,26,112,1.0,10.63165556502756
15215,2.0,31,299,1.0,10.631655587001935
15216,2.5,28,269,0.5,10.63165561277791
15217,2.0,94,270,1.0,10.631655614158902
15218,2.0,10,288,0.75,10.631655623329303
15219,2.25,77,278,1.0,10.631655643744562
15220,2.25,39,249,1.0,10.631655689639947
15221,2.0,115,271,1.0,10.631655934188675
15222,2.0,35,299,1.0,10.631655993845612
15223,2.75,31,102,0.5,10.631656023510498
15224,2.25,75,279,1.0,10.631656039307964
15225,2.25,73,283,0.75,10.631656055969271
15226,2.5,14,200,0.75,10.63165614685775
15227,2.25,56,284,1.0,10.631656167233324
15228,2.75,41,104,1.0,10.631656186066522
15229,2.25,15,290,1.0,10.631656193339447
15230,2.0,83,291,1.0,10.63165619474614
15231,2.75,15,283,0.75,10.631656230363223
15232,2.0,149,274,1.0,10.631656237958168
15233,2.5,39,293,0.5,10.631656262265825
15234,2.5,42,279,0.5,10.631656286453824
15235,2.0,132,272,1.0,10.631656292664388
15236,2.5,51,286,0.75,10.631656326007974
15237,2.0,147,281,1.0,10.631656332056048
15238,2.0,120,287,1.0,10.631656402266088
15239,2.25,30,246,1.0,10.631656420020311
15240,2.25,75,264,1.0,10.631656437242606
15241,2.5,26,269,1.0,10.63165646611899
15242,2.0,70,292,1.0,10.631656499038396
15243,2.75,14,129,1.0,10.631656513254892
15244,2.0,30,299,1.0,10.631656527908053
15245,2.5,34,121,1.0,10.631656604303242
15246,2.5,17,125,0.75,10.631656664245249
15247,2.5,31,253,0.75,10.631656703974675
15248,2.0,151,280,1.0,10.631656767704332
15249,2.5,23,126,1.0,10.631656797816762
15250,2.25,67,278,0.75,10.631656812405932
15251,2.75,17,185,1.0,10.63165682558583
15252,2.5,17,100,1.0,10.631656837204718
15253,2.25,74,286,0.75,10.631656857478776
15254,2.5,15,112,1.0,10.631656862939154
15255,2.0,36,299,1.0,10.631656907709868
15256,2.25,57,272,0.75,10.63165696422158
15257,2.0,103,289,1.0,10.631656978589708
15258,2.25,74,285,0.75,10.631656999399205
15259,2.5,31,258,1.0,10.631657007252985
15260,2.5,12,193,0.75,10.631657063836023
15261,2.0,74,269,1.0,10.631657107930126
15262,2.0,112,288,1.0,10.631657141750887
15263,2.0,154,279,1.0,10.631657243961175
15264,2.0,143,273,1.0,10.63165725832316
15265,2.5,43,101,0.75,10.631657313506889
15266,2.5,37,100,1.0,10.631657342946452
15267,2.5,32,113,0.75,10.631657358127264
15268,2.0,49,294,1.0,10.631657434290885
15269,2.75,17,123,0.5,10.6316574785779
15270,2.0,45,295,1.0,10.631657520925756
15271,2.25,71,291,0.75,10.631657525424822
15272,2.75,45,102,0.5,10.631657554510651
15273,2.75,45,99,0.75,10.631657577249316
15274,2.25,59,273,0.75,10.631657637287008
15275,2.5,10,265,0.5,10.631657649583492
15276,2.0,154,277,1.0,10.631657649897686
15277,2.0,152,275,1.0,10.63165770413234
15278,2.25,60,256,1.0,10.631657719020096
15279,2.5,48,103,1.0,10.631657746922311
15280,2.25,85,274,1.0,10.6316577533121
15281,2.0,154,278,1.0,10.631657853719696
15282,2.5,40,110,0.75,10.63165794134601
15283,2.0,29,299,1.0,10.631658000191496
15284,2.75,26,120,0.5,10.631658041968365
15285,2.25,73,297,0.75,10.631658070511646
15286,2.0,37,299,1.0,10.631658072109492
15287,2.0,12,286,0.75,10.631658099872936
15288,2.0,60,293,1.0,10.631658103187984
15289,2.5,45,297,0.75,10.63165810621041
15290,2.0,135,285,1.0,10.63165835925336
15291,2.5,31,257,1.0,10.631658386208793
15292,2.5,12,198,0.75,10.631658404163032
15293,2.0,144,283,1.0,10.631658422119386
15294,2.25,69,280,0.75,10.631658503240647
15295,2.5,44,285,0.5,10.631658563729577
15296,2.25,71,293,0.75,10.631658564768625
15297,2.0,147,282,1.0,10.631658629549497
15298,2.0,129,286,1.0,10.631658657092048
15299,2.5,47,102,1.0,10.63165871070794
15300,2.0,140,284,1.0,10.631658773733324
15301,2.0,154,276,1.0,10.63165877938225
15302,2.5,52,104,0.75,10.63165887433775
15303,2.5,28,193,1.0,10.631658906474588
15304,2.5,37,108,1.0,10.63165891622638
15305,2.25,19,105,1.0,10.631658956513132
15306,2.75,32,107,1.0,10.631659001441292
15307,2.5,25,101,0.75,10.631659067545286
15308,2.25,72,295,0.75,10.631659140679842
15309,2.25,18,124,1.0,10.631659143115066
15310,2.0,26,295,1.0,10.631659164178949
15311,2.0,24,294,1.0,10.63165922444746
15312,2.5,31,262,1.0,10.631659236739246
15313,2.25,74,263,1.0,10.631659294712998
15314,2.75,23,108,1.0,10.631659311417266
15315,2.5,45,293,0.75,10.631659320675212
15316,2.0,94,290,1.0,10.63165939994474
15317,2.25,17,197,1.0,10.631659433407451
15318,2.25,198,88,0.75,10.631659440358575
15319,2.25,198,88,1.0,10.631659440358575
15320,2.25,198,88,0.5,10.631659440358575
15321,2.0,38,299,1.0,10.63165945709314
15322,2.25,72,280,1.0,10.63165962609498
15323,2.5,42,261,0.75,10.63165973929632
15324,2.25,24,259,0.75,10.631659749865282
15325,2.75,37,105,0.5,10.631659766284278
15326,2.0,148,281,1.0,10.63165977980513
15327,2.5,24,272,1.0,10.631659806698334
15328,2.0,116,271,1.0,10.631659812786593
15329,2.0,150,274,1.0,10.631659816011895
15330,2.0,46,295,1.0,10.631659944988956
15331,2.0,84,291,1.0,10.631659955181808
15332,2.0,95,270,1.0,10.631659959838007
15333,2.75,62,102,0.75,10.631660072955352
15334,2.0,28,299,1.0,10.631660074766424
15335,2.0,121,287,1.0,10.631660143660728
15336,2.0,133,272,1.0,10.631660183699246
15337,2.25,39,287,1.0,10.63166018881164
15338,2.0,50,294,1.0,10.631660220506015
15339,2.25,13,239,1.0,10.631660224575675
15340,2.0,71,292,1.0,10.631660242302374
15341,2.75,56,107,0.75,10.631660261378531
15342,2.0,152,280,1.0,10.631660323291817
15343,2.25,70,261,1.0,10.631660386606896
15344,2.5,50,270,0.75,10.63166047621712
15345,2.75,29,104,0.5,10.631660503820106
15346,2.0,18,293,1.0,10.63166052779698
15347,2.0,54,268,1.0,10.631660558714014
15348,2.75,34,105,0.5,10.631660630152153
15349,2.0,33,267,1.0,10.63166063534667
15350,2.25,61,274,0.75,10.631660674822308
15351,2.0,155,279,1.0,10.63166073850448
15352,2.5,16,268,0.5,10.63166088497955
15353,2.0,144,273,1.0,10.631660932761012
15354,2.75,41,111,0.75,10.631660984216872
15355,2.0,113,288,1.0,10.631661001197172
15356,2.5,43,298,0.5,10.631661032495796
15357,2.0,39,299,1.0,10.631661036041905
15358,2.25,71,292,0.75,10.63166107127317
15359,2.5,38,275,0.5,10.6316610773583
15360,2.0,104,289,1.0,10.631661080994588
15361,2.5,26,251,1.0,10.631661097790936
15362,2.25,43,250,1.0,10.631661108670134
15363,2.0,155,277,1.0,10.631661127071894
15364,2.0,155,278,1.0,10.63166133579738
15365,2.5,31,261,1.0,10.63166137151964
15366,2.5,27,195,1.0,10.631661385523802
15367,2.25,32,288,1.0,10.631661409766194
15368,2.0,153,275,1.0,10.63166142515387
15369,2.5,30,123,1.0,10.631661450100223
15370,2.5,29,269,0.5,10.631661465426289
15371,2.5,32,270,0.5,10.631661468243117
15372,2.5,36,116,1.0,10.631661502243022
15373,2.5,27,251,0.75,10.631661514561896
15374,2.5,32,116,0.75,10.631661534415086
15375,2.0,61,293,1.0,10.631661607826183
15376,2.5,14,203,0.75,10.6316616101111
15377,2.25,15,241,1.0,10.63166161718047
15378,2.25,23,244,1.0,10.63166166891606
15379,2.0,145,283,1.0,10.631661768378972
15380,2.5,24,250,1.0,10.631661813790318
15381,2.0,136,285,1.0,10.631661851629197
15382,2.0,148,282,1.0,10.631661923002088
15383,2.0,75,269,1.0,10.631661931214769
15384,2.25,17,191,1.0,10.631661959712163
15385,2.25,50,252,1.0,10.631662046848142
15386,2.25,198,76,0.5,10.63166213779135
15387,2.25,198,76,1.0,10.63166213779135
15388,2.25,198,76,0.75,10.63166213779135
15389,2.25,17,195,1.0,10.631662180400443
15390,2.0,141,284,1.0,10.631662184892242
